Time	Treating Pressure	Flow Rate	Density	Volume	CMT Return Press	CMT Return Rate	CMT Return Dens	NRD Return Tot
mm:dd:yyyy:hh:mm:ss	bars	l/min	sgu	m3	bars	l/min	sgu	m3
____	______________	________	________	_______	________________	_______________	_______________	______________	
12:15:2023:14:59:53	47.0	0.0	1.07	3.800	46.3	0.0	1.06	0.0
12:15:2023:14:59:54	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:14:59:55	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:14:59:56	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:14:59:57	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:14:59:58	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:14:59:59	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:00	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:01	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:02	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:03	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:04	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:05	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:06	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:08	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:09	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:10	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:11	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:12	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:13	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:14	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:15	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:16	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:17	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:18	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:19	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:20	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:21	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:22	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:23	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:24	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:25	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:26	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:27	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:28	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:29	47.0	0.0	1.07	3.800	46.0	0.0	1.06	0.0
12:15:2023:15:00:30	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:31	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:32	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:33	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:34	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:35	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:36	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:37	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:38	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:39	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:40	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:41	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:42	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:43	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:44	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:45	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:46	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:47	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:48	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:49	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:50	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:51	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:52	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:53	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:54	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:55	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:56	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:57	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:58	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:00:59	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:00	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:01	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:02	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:03	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:04	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:05	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:06	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:07	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:08	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:09	47.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:10	46.0	0.0	1.07	3.800	45.7	0.0	1.06	0.0
12:15:2023:15:01:11	47.0	0.0	1.07	3.800	45.4	0.0	1.06	0.0
12:15:2023:15:01:12	46.0	0.0	1.07	3.800	45.7	0.0	1.03	0.0
12:15:2023:15:01:14	47.0	0.0	1.07	3.800	45.1	0.0	1.03	0.0
12:15:2023:15:01:15	46.0	0.0	1.07	3.800	45.4	0.0	1.05	0.0
12:15:2023:15:01:16	46.0	0.0	1.07	3.800	45.1	0.0	1.06	0.0
12:15:2023:15:01:17	46.0	0.0	1.07	3.800	45.1	0.0	1.05	0.0
12:15:2023:15:01:18	46.0	0.0	1.07	3.800	45.1	0.0	1.05	0.0
12:15:2023:15:01:19	46.0	0.0	1.07	3.800	44.8	0.0	1.06	0.0
12:15:2023:15:01:20	46.0	0.0	1.07	3.800	44.8	0.0	1.05	0.0
12:15:2023:15:01:21	46.0	0.0	1.07	3.800	44.4	0.0	1.03	0.0
12:15:2023:15:01:22	46.0	0.0	1.07	3.800	44.8	22.2	1.03	0.0
12:15:2023:15:01:23	46.0	0.0	1.07	3.800	44.4	0.0	1.04	0.0
12:15:2023:15:01:24	45.0	0.0	1.07	3.800	44.8	0.0	1.04	0.0
12:15:2023:15:01:25	46.0	0.0	1.07	3.800	44.1	0.0	1.03	0.0
12:15:2023:15:01:26	45.0	0.0	1.07	3.800	44.4	0.0	1.04	0.0
12:15:2023:15:01:27	45.0	0.0	1.07	3.800	44.1	0.0	1.04	0.0
12:15:2023:15:01:28	45.0	0.0	1.07	3.800	44.1	0.0	1.05	0.0
12:15:2023:15:01:29	45.0	0.0	1.07	3.800	44.1	0.0	1.05	0.0
12:15:2023:15:01:30	45.0	0.0	1.07	3.800	44.1	38.1	1.05	0.0
12:15:2023:15:01:31	45.0	0.0	1.07	3.800	43.8	34.9	1.05	0.0
12:15:2023:15:01:32	45.0	0.0	1.07	3.800	43.8	38.1	1.05	0.0
12:15:2023:15:01:33	45.0	0.0	1.07	3.800	43.8	38.1	1.04	0.0
12:15:2023:15:01:34	45.0	0.0	1.07	3.800	43.8	31.8	1.03	0.0
12:15:2023:15:01:35	45.0	0.0	1.07	3.800	43.5	0.0	1.02	0.0
12:15:2023:15:01:36	45.0	0.0	1.07	3.800	43.5	0.0	1.03	0.0
12:15:2023:15:01:37	45.0	0.0	1.07	3.800	43.5	0.0	1.03	0.0
12:15:2023:15:01:38	45.0	0.0	1.07	3.800	43.5	0.0	1.03	0.0
12:15:2023:15:01:39	45.0	0.0	1.07	3.800	43.5	0.0	1.04	0.0
12:15:2023:15:01:40	45.0	0.0	1.07	3.800	43.5	0.0	1.04	0.0
12:15:2023:15:01:41	44.0	0.0	1.07	3.800	43.2	0.0	1.04	0.0
12:15:2023:15:01:42	44.0	0.0	1.07	3.800	43.2	0.0	1.02	0.0
12:15:2023:15:01:43	44.0	0.0	1.07	3.800	43.2	0.0	1.03	0.0
12:15:2023:15:01:44	44.0	0.0	1.07	3.800	43.2	0.0	1.03	0.0
12:15:2023:15:01:45	44.0	0.0	1.07	3.800	43.2	0.0	1.02	0.0
12:15:2023:15:01:46	44.0	0.0	1.07	3.800	43.2	0.0	1.02	0.0
12:15:2023:15:01:47	44.0	0.0	1.07	3.800	42.9	0.0	1.02	0.0
12:15:2023:15:01:48	44.0	0.0	1.07	3.800	42.9	0.0	1.03	0.0
12:15:2023:15:01:49	44.0	0.0	1.07	3.800	42.9	3.2	1.03	0.0
12:15:2023:15:01:50	44.0	0.0	1.07	3.800	42.9	25.4	1.01	0.0
12:15:2023:15:01:51	44.0	0.0	1.07	3.800	42.9	0.0	1.02	0.0
12:15:2023:15:01:52	44.0	0.0	1.07	3.800	42.9	0.0	1.02	0.0
12:15:2023:15:01:53	44.0	0.0	1.07	3.800	42.5	0.0	1.02	0.0
12:15:2023:15:01:54	44.0	0.0	1.07	3.800	42.5	0.0	1.02	0.0
12:15:2023:15:01:55	44.0	0.0	1.07	3.800	42.5	0.0	1.03	0.0
12:15:2023:15:01:56	44.0	0.0	1.07	3.800	42.5	22.2	1.02	0.0
12:15:2023:15:01:57	44.0	0.0	1.07	3.800	42.5	0.0	1.01	0.0
12:15:2023:15:01:58	44.0	0.0	1.07	3.800	42.2	0.0	1.02	0.0
12:15:2023:15:01:59	43.0	0.0	1.07	3.800	42.2	0.0	1.01	0.0
12:15:2023:15:02:00	43.0	0.0	1.07	3.800	42.2	0.0	1.02	0.0
12:15:2023:15:02:01	43.0	0.0	1.07	3.800	42.2	0.0	1.02	0.0
12:15:2023:15:02:02	43.0	0.0	1.07	3.800	42.2	0.0	1.03	0.0
12:15:2023:15:02:03	43.0	0.0	1.07	3.800	41.9	0.0	1.02	0.0
12:15:2023:15:02:04	43.0	0.0	1.07	3.800	41.9	31.8	1.01	0.0
12:15:2023:15:02:05	43.0	0.0	1.07	3.800	41.9	0.0	1.01	0.0
12:15:2023:15:02:06	43.0	0.0	1.07	3.800	41.9	0.0	1.02	0.0
12:15:2023:15:02:07	43.0	0.0	1.07	3.800	41.9	0.0	1.01	0.0
12:15:2023:15:02:08	43.0	0.0	1.07	3.800	41.9	0.0	1.02	0.0
12:15:2023:15:02:09	43.0	0.0	1.07	3.800	41.6	0.0	1.02	0.0
12:15:2023:15:02:10	43.0	0.0	1.07	3.800	41.6	0.0	1.02	0.0
12:15:2023:15:02:11	43.0	0.0	1.07	3.800	41.6	0.0	1.03	0.0
12:15:2023:15:02:12	43.0	0.0	1.07	3.800	41.6	0.0	1.03	0.0
12:15:2023:15:02:13	43.0	0.0	1.07	3.800	41.3	9.5	1.03	0.0
12:15:2023:15:02:14	43.0	0.0	1.07	3.800	41.3	38.1	1.03	0.0
12:15:2023:15:02:15	43.0	0.0	1.07	3.800	41.3	31.8	1.03	0.0
12:15:2023:15:02:16	42.0	0.0	1.07	3.800	41.3	0.0	1.03	0.0
12:15:2023:15:02:17	42.0	0.0	1.07	3.800	41.3	0.0	1.03	0.0
12:15:2023:15:02:18	42.0	0.0	1.07	3.800	41.0	0.0	1.03	0.0
12:15:2023:15:02:20	42.0	0.0	1.07	3.800	41.0	12.7	1.04	0.0
12:15:2023:15:02:21	42.0	0.0	1.07	3.800	41.0	38.1	1.04	0.0
12:15:2023:15:02:22	42.0	0.0	1.07	3.800	41.0	54.0	1.04	0.0
12:15:2023:15:02:23	42.0	0.0	1.07	3.800	40.7	60.4	1.04	0.0
12:15:2023:15:02:24	42.0	0.0	1.07	3.800	40.7	57.2	1.04	0.0
12:15:2023:15:02:25	42.0	0.0	1.07	3.800	40.7	57.2	1.04	0.0
12:15:2023:15:02:26	42.0	0.0	1.07	3.800	40.7	63.5	1.04	0.0
12:15:2023:15:02:27	42.0	0.0	1.07	3.800	40.3	69.9	1.04	0.0
12:15:2023:15:02:28	42.0	0.0	1.07	3.800	40.3	66.7	1.04	0.0
12:15:2023:15:02:29	41.0	0.0	1.07	3.800	40.3	66.7	1.04	0.0
12:15:2023:15:02:30	41.0	0.0	1.07	3.800	40.3	57.2	1.04	0.0
12:15:2023:15:02:31	41.0	0.0	1.07	3.800	40.0	57.2	1.04	0.0
12:15:2023:15:02:32	41.0	0.0	1.07	3.800	40.0	63.5	1.04	0.0
12:15:2023:15:02:33	41.0	0.0	1.07	3.800	40.0	60.4	1.05	0.0
12:15:2023:15:02:34	41.0	0.0	1.07	3.800	39.7	69.9	1.05	0.0
12:15:2023:15:02:35	41.0	0.0	1.07	3.800	39.7	73.1	1.04	0.0
12:15:2023:15:02:36	41.0	0.0	1.07	3.800	39.7	76.2	1.04	0.0
12:15:2023:15:02:37	41.0	0.0	1.07	3.800	39.4	60.4	1.04	0.0
12:15:2023:15:02:38	41.0	0.0	1.07	3.800	39.4	63.5	1.05	0.0
12:15:2023:15:02:39	40.0	0.0	1.07	3.800	39.4	66.7	1.04	0.0
12:15:2023:15:02:40	40.0	0.0	1.07	3.800	39.1	73.1	1.04	0.0
12:15:2023:15:02:41	40.0	0.0	1.07	3.800	39.1	73.1	1.04	0.0
12:15:2023:15:02:42	40.0	0.0	1.07	3.800	39.1	73.1	1.04	0.0
12:15:2023:15:02:43	40.0	0.0	1.07	3.800	38.8	66.7	1.04	0.0
12:15:2023:15:02:44	40.0	0.0	1.07	3.800	38.8	63.5	1.04	0.0
12:15:2023:15:02:45	40.0	0.0	1.07	3.800	38.8	57.2	1.04	0.0
12:15:2023:15:02:46	40.0	0.0	1.07	3.800	38.4	50.8	1.04	0.0
12:15:2023:15:02:47	40.0	0.0	1.07	3.800	38.4	44.5	1.04	0.0
12:15:2023:15:02:48	39.0	0.0	1.07	3.800	38.4	54.0	1.04	0.0
12:15:2023:15:02:49	39.0	0.0	1.07	3.800	38.1	63.5	1.04	0.0
12:15:2023:15:02:50	39.0	0.0	1.07	3.800	38.1	60.4	1.04	0.0
12:15:2023:15:02:51	39.0	0.0	1.07	3.800	38.1	54.0	1.04	0.0
12:15:2023:15:02:52	39.0	0.0	1.07	3.800	37.8	57.2	1.04	0.0
12:15:2023:15:02:53	39.0	0.0	1.07	3.800	37.8	50.8	1.04	0.0
12:15:2023:15:02:54	39.0	0.0	1.07	3.800	37.5	54.0	1.04	0.0
12:15:2023:15:02:55	39.0	0.0	1.07	3.800	37.5	63.5	1.04	0.0
12:15:2023:15:02:56	39.0	0.0	1.07	3.800	37.5	73.1	1.04	0.0
12:15:2023:15:02:57	38.0	0.0	1.07	3.800	37.2	66.7	1.04	0.0
12:15:2023:15:02:58	38.0	0.0	1.07	3.800	37.2	66.7	1.04	0.0
12:15:2023:15:02:59	38.0	0.0	1.07	3.800	36.9	63.5	1.04	0.0
12:15:2023:15:03:00	38.0	0.0	1.07	3.800	36.9	54.0	1.04	0.0
12:15:2023:15:03:01	38.0	0.0	1.07	3.800	36.5	60.4	1.04	0.0
12:15:2023:15:03:02	38.0	0.0	1.07	3.800	36.5	57.2	1.04	0.0
12:15:2023:15:03:03	38.0	0.0	1.07	3.800	36.5	50.8	1.04	0.0
12:15:2023:15:03:04	37.0	0.0	1.07	3.800	36.2	47.6	1.04	0.0
12:15:2023:15:03:05	37.0	0.0	1.07	3.800	36.2	47.6	1.04	0.0
12:15:2023:15:03:06	37.0	0.0	1.07	3.800	35.9	44.5	1.03	0.0
12:15:2023:15:03:07	37.0	0.0	1.07	3.800	35.6	34.9	1.04	0.0
12:15:2023:15:03:08	37.0	0.0	1.07	3.800	35.6	12.7	1.04	0.0
12:15:2023:15:03:09	37.0	0.0	1.07	3.800	35.3	38.1	1.04	0.0
12:15:2023:15:03:10	36.0	0.0	1.07	3.800	35.3	44.5	1.04	0.0
12:15:2023:15:03:11	36.0	0.0	1.07	3.800	35.0	44.5	1.03	0.0
12:15:2023:15:03:12	36.0	0.0	1.07	3.800	35.0	44.5	1.03	0.0
12:15:2023:15:03:13	36.0	0.0	1.07	3.800	34.7	31.8	1.04	0.0
12:15:2023:15:03:14	36.0	0.0	1.07	3.800	34.7	34.9	1.04	0.0
12:15:2023:15:03:15	36.0	0.0	1.07	3.800	34.3	41.3	1.03	0.0
12:15:2023:15:03:16	35.0	0.0	1.07	3.800	34.3	38.1	1.03	0.0
12:15:2023:15:03:17	35.0	0.0	1.07	3.800	34.0	34.9	1.04	0.0
12:15:2023:15:03:18	35.0	0.0	1.07	3.800	33.7	34.9	1.03	0.0
12:15:2023:15:03:19	35.0	0.0	1.07	3.800	33.7	41.3	1.03	0.0
12:15:2023:15:03:20	35.0	0.0	1.07	3.800	33.4	25.4	1.03	0.0
12:15:2023:15:03:21	34.0	0.0	1.07	3.800	33.4	34.9	1.04	0.0
12:15:2023:15:03:22	34.0	0.0	1.07	3.800	33.1	34.9	1.03	0.0
12:15:2023:15:03:23	34.0	0.0	1.07	3.800	32.8	41.3	1.03	0.0
12:15:2023:15:03:24	34.0	0.0	1.07	3.800	32.8	41.3	1.03	0.0
12:15:2023:15:03:26	34.0	0.0	1.07	3.800	32.4	34.9	1.03	0.0
12:15:2023:15:03:27	33.0	0.0	1.07	3.800	32.1	34.9	1.03	0.0
12:15:2023:15:03:28	33.0	0.0	1.07	3.800	32.1	3.2	1.03	0.0
12:15:2023:15:03:29	33.0	0.0	1.07	3.800	31.8	0.0	1.03	0.0
12:15:2023:15:03:30	33.0	0.0	1.07	3.800	31.5	0.0	1.03	0.0
12:15:2023:15:03:31	32.0	0.0	1.07	3.800	31.5	22.2	1.03	0.0
12:15:2023:15:03:32	32.0	0.0	1.07	3.800	31.2	34.9	1.03	0.0
12:15:2023:15:03:33	32.0	0.0	1.07	3.800	30.9	15.9	1.04	0.0
12:15:2023:15:03:34	32.0	0.0	1.07	3.800	30.9	25.4	1.03	0.0
12:15:2023:15:03:35	32.0	0.0	1.07	3.800	30.6	38.1	1.03	0.0
12:15:2023:15:03:36	31.0	0.0	1.07	3.800	30.2	34.9	1.03	0.0
12:15:2023:15:03:37	31.0	0.0	1.07	3.800	29.9	38.1	1.03	0.0
12:15:2023:15:03:38	31.0	0.0	1.07	3.800	29.9	34.9	1.04	0.0
12:15:2023:15:03:39	31.0	0.0	1.07	3.800	29.6	38.1	1.04	0.0
12:15:2023:15:03:40	30.0	0.0	1.07	3.800	29.3	47.6	1.03	0.0
12:15:2023:15:03:41	30.0	0.0	1.07	3.800	29.0	44.5	1.03	0.0
12:15:2023:15:03:42	30.0	0.0	1.07	3.800	29.0	25.4	1.03	0.0
12:15:2023:15:03:43	30.0	0.0	1.07	3.800	28.7	0.0	1.03	0.0
12:15:2023:15:03:44	29.0	0.0	1.07	3.800	28.3	12.7	1.03	0.0
12:15:2023:15:03:45	29.0	0.0	1.07	3.800	28.0	9.5	1.03	0.0
12:15:2023:15:03:46	29.0	0.0	1.07	3.800	27.7	34.9	1.03	0.0
12:15:2023:15:03:47	29.0	0.0	1.07	3.800	27.4	12.7	1.03	0.0
12:15:2023:15:03:48	28.0	0.0	1.07	3.800	27.1	0.0	1.03	0.0
12:15:2023:15:03:49	28.0	0.0	1.07	3.800	26.8	0.0	1.03	0.0
12:15:2023:15:03:50	28.0	0.0	1.07	3.800	26.4	0.0	1.03	0.0
12:15:2023:15:03:51	27.0	0.0	1.07	3.800	26.1	0.0	1.03	0.0
12:15:2023:15:03:52	27.0	0.0	1.07	3.800	26.1	19.1	1.03	0.0
12:15:2023:15:03:53	27.0	0.0	1.07	3.800	25.8	31.8	1.03	0.0
12:15:2023:15:03:54	27.0	0.0	1.07	3.800	25.5	28.6	1.03	0.0
12:15:2023:15:03:55	26.0	0.0	1.07	3.800	25.2	0.0	1.03	0.0
12:15:2023:15:03:56	26.0	0.0	1.07	3.800	24.9	0.0	1.03	0.0
12:15:2023:15:03:57	26.0	0.0	1.07	3.800	24.6	9.5	1.03	0.0
12:15:2023:15:03:58	26.0	0.0	1.07	3.800	24.2	6.4	1.04	0.0
12:15:2023:15:03:59	25.0	0.0	1.07	3.800	24.2	34.9	1.04	0.0
12:15:2023:15:04:00	25.0	0.0	1.07	3.800	23.9	41.3	1.04	0.0
12:15:2023:15:04:01	24.0	0.0	1.07	3.800	23.3	38.1	1.04	0.0
12:15:2023:15:04:02	25.0	0.0	1.07	3.800	23.3	38.1	1.03	0.0
12:15:2023:15:04:03	24.0	0.0	1.07	3.800	23.0	31.8	1.03	0.0
12:15:2023:15:04:04	24.0	0.0	1.07	3.800	22.7	0.0	1.03	0.0
12:15:2023:15:04:05	23.0	0.0	1.07	3.800	22.3	38.1	1.03	0.0
12:15:2023:15:04:06	23.0	0.0	1.07	3.800	22.0	44.5	1.03	0.0
12:15:2023:15:04:07	23.0	0.0	1.07	3.800	21.7	34.9	1.04	0.0
12:15:2023:15:04:08	23.0	0.0	1.07	3.800	21.4	44.5	1.04	0.0
12:15:2023:15:04:09	22.0	0.0	1.07	3.800	21.1	44.5	1.04	0.0
12:15:2023:15:04:10	22.0	0.0	1.07	3.800	20.8	50.8	1.03	0.0
12:15:2023:15:04:11	22.0	0.0	1.07	3.800	20.5	41.3	1.03	0.0
12:15:2023:15:04:12	21.0	0.0	1.07	3.800	20.1	34.9	1.03	0.0
12:15:2023:15:04:13	21.0	0.0	1.07	3.800	19.8	38.1	1.03	0.0
12:15:2023:15:04:14	21.0	0.0	1.07	3.800	19.5	41.3	1.04	0.0
12:15:2023:15:04:15	20.0	0.0	1.07	3.800	19.2	34.9	1.04	0.0
12:15:2023:15:04:16	20.0	0.0	1.07	3.800	18.9	50.8	1.04	0.0
12:15:2023:15:04:17	20.0	0.0	1.07	3.800	18.6	50.8	1.04	0.0
12:15:2023:15:04:18	19.0	0.0	1.07	3.800	18.2	66.7	1.04	0.0
12:15:2023:15:04:19	19.0	0.0	1.07	3.800	17.9	63.5	1.03	0.0
12:15:2023:15:04:20	19.0	0.0	1.07	3.800	17.6	50.8	1.03	0.0
12:15:2023:15:04:21	18.0	0.0	1.07	3.800	17.3	44.5	1.03	0.0
12:15:2023:15:04:22	18.0	0.0	1.07	3.800	17.0	41.3	1.03	0.0
12:15:2023:15:04:23	18.0	0.0	1.07	3.800	16.7	38.1	1.03	0.0
12:15:2023:15:04:24	18.0	0.0	1.07	3.800	16.3	34.9	1.03	0.0
12:15:2023:15:04:25	17.0	0.0	1.07	3.800	16.0	38.1	1.04	0.0
12:15:2023:15:04:26	17.0	0.0	1.07	3.800	15.7	41.3	1.03	0.0
12:15:2023:15:04:27	16.0	0.0	1.07	3.800	15.4	34.9	1.04	0.0
12:15:2023:15:04:28	16.0	0.0	1.07	3.800	15.4	34.9	1.03	0.0
12:15:2023:15:04:29	16.0	0.0	1.07	3.800	14.8	31.8	1.03	0.0
12:15:2023:15:04:30	16.0	0.0	1.07	3.800	14.5	31.8	1.04	0.0
12:15:2023:15:04:32	15.0	0.0	1.07	3.800	14.1	41.3	1.04	0.0
12:15:2023:15:04:33	15.0	0.0	1.07	3.800	13.8	41.3	1.03	0.0
12:15:2023:15:04:34	15.0	0.0	1.07	3.800	13.8	38.1	1.03	0.0
12:15:2023:15:04:35	15.0	0.0	1.07	3.800	13.2	41.3	1.04	0.0
12:15:2023:15:04:36	14.0	0.0	1.07	3.800	13.2	44.5	1.04	0.0
12:15:2023:15:04:37	14.0	0.0	1.07	3.800	12.6	50.8	1.03	0.0
12:15:2023:15:04:38	14.0	0.0	1.07	3.800	12.6	44.5	1.03	0.0
12:15:2023:15:04:39	13.0	0.0	1.07	3.800	11.9	34.9	1.04	0.0
12:15:2023:15:04:40	13.0	0.0	1.07	3.800	11.6	41.3	1.04	0.0
12:15:2023:15:04:41	12.0	0.0	1.07	3.800	11.3	54.0	1.04	0.0
12:15:2023:15:04:42	12.0	0.0	1.07	3.800	11.0	50.8	1.03	0.0
12:15:2023:15:04:43	12.0	0.0	1.07	3.800	11.0	41.3	1.04	0.0
12:15:2023:15:04:44	12.0	0.0	1.07	3.800	10.7	41.3	1.03	0.0
12:15:2023:15:04:45	11.0	0.0	1.07	3.800	10.4	41.3	1.03	0.0
12:15:2023:15:04:46	11.0	0.0	1.07	3.800	10.0	9.5	1.04	0.0
12:15:2023:15:04:47	11.0	0.0	1.07	3.800	9.7	22.2	1.04	0.0
12:15:2023:15:04:48	10.0	0.0	1.07	3.800	9.1	50.8	1.05	0.0
12:15:2023:15:04:49	10.0	0.0	1.07	3.800	8.8	60.4	1.05	0.0
12:15:2023:15:04:50	10.0	0.0	1.07	3.800	8.5	69.9	1.05	0.0
12:15:2023:15:04:51	9.0	0.0	1.07	3.800	8.5	73.1	1.05	0.0
12:15:2023:15:04:52	9.0	0.0	1.07	3.800	7.8	76.2	1.05	0.0
12:15:2023:15:04:53	9.0	0.0	1.07	3.800	7.5	69.9	1.05	0.0
12:15:2023:15:04:54	8.0	0.0	1.07	3.800	7.2	69.9	1.05	0.0
12:15:2023:15:04:55	8.0	0.0	1.07	3.800	6.9	69.9	1.05	0.0
12:15:2023:15:04:56	8.0	0.0	1.07	3.800	6.9	73.1	1.05	0.0
12:15:2023:15:04:57	7.0	0.0	1.07	3.800	6.6	73.1	1.05	0.0
12:15:2023:15:04:58	7.0	0.0	1.07	3.800	5.9	73.1	1.04	0.0
12:15:2023:15:04:59	7.0	0.0	1.07	3.800	5.6	76.2	1.04	0.0
12:15:2023:15:05:00	6.0	0.0	1.07	3.800	5.3	66.7	1.04	0.0
12:15:2023:15:05:01	6.0	0.0	1.07	3.800	5.0	60.4	1.05	0.0
12:15:2023:15:05:02	6.0	0.0	1.07	3.800	4.7	60.4	1.05	0.0
12:15:2023:15:05:03	5.0	0.0	1.07	3.800	4.4	66.7	1.05	0.0
12:15:2023:15:05:04	5.0	0.0	1.07	3.800	4.0	69.9	1.05	0.0
12:15:2023:15:05:05	5.0	0.0	1.07	3.800	4.0	69.9	1.05	0.0
