Time	Treating Pressure	Flow Rate	Density	Volume	TOT vol nrd	NRD VOLUME	RETURN VOL	total bla	RDA2 IN1
mm:dd:yyyy:hh:mm:ss	bars	l/min	sgu	m3	m3	m3	m3	m3	bars
____	______________	________	________	_______	___________	__________	__________	_________	________	
12:10:2023:16:57:04	29	0	1.09	0.10	0.097	0.000	0.03	0.000	28
12:10:2023:16:57:05	26	0	1.09	0.10	0.097	0.000	0.03	0.000	26
12:10:2023:16:57:06	25	0	1.09	0.10	0.097	0.000	0.03	0.000	25
12:10:2023:16:57:07	24	0	1.09	0.10	0.097	0.000	0.03	0.000	23
12:10:2023:16:57:08	22	0	1.09	0.10	0.097	0.000	0.03	0.000	22
12:10:2023:16:57:09	21	0	1.09	0.10	0.097	0.000	0.03	0.000	21
12:10:2023:16:57:10	20	0	1.09	0.10	0.097	0.000	0.03	0.000	20
12:10:2023:16:57:11	18	0	1.09	0.10	0.097	0.000	0.03	0.000	18
12:10:2023:16:57:12	18	0	1.09	0.10	0.097	0.000	0.04	0.000	17
12:10:2023:16:57:13	17	0	1.09	0.10	0.097	0.000	0.04	0.000	16
12:10:2023:16:57:14	15	0	1.09	0.10	0.097	0.000	0.04	0.000	15
12:10:2023:16:57:15	15	0	1.09	0.10	0.097	0.000	0.04	0.000	14
12:10:2023:16:57:16	14	0	1.09	0.10	0.097	0.000	0.04	0.000	13
12:10:2023:16:57:17	13	0	1.09	0.10	0.097	0.000	0.04	0.000	12
12:10:2023:16:57:18	12	0	1.09	0.10	0.097	0.000	0.04	0.000	12
12:10:2023:16:57:19	11	0	1.09	0.10	0.097	0.000	0.04	0.000	11
12:10:2023:16:57:20	10	0	1.09	0.10	0.097	0.000	0.04	0.000	10
12:10:2023:16:57:21	10	0	1.09	0.10	0.097	0.000	0.04	0.000	9
12:10:2023:16:57:22	9	0	1.09	0.10	0.097	0.000	0.04	0.000	9
12:10:2023:16:57:23	8	0	1.09	0.10	0.097	0.000	0.04	0.000	8
12:10:2023:16:57:24	7	0	1.09	0.10	0.097	0.000	0.04	0.000	7
12:10:2023:16:57:25	6	0	1.09	0.10	0.097	0.000	0.04	0.000	6
12:10:2023:16:57:26	5	0	1.09	0.10	0.097	0.000	0.05	0.000	5
12:10:2023:16:57:27	4	0	1.09	0.10	0.097	0.000	0.05	0.000	3
12:10:2023:16:57:28	2	0	1.09	0.10	0.097	0.000	0.05	0.000	2
12:10:2023:16:57:29	2	0	1.09	0.10	0.097	0.000	0.05	0.000	2
12:10:2023:16:57:30	2	0	1.09	0.10	0.097	0.000	0.05	0.000	2
12:10:2023:16:57:31	1	0	1.09	0.10	0.097	0.000	0.05	0.000	1
12:10:2023:16:57:32	1	0	1.09	0.10	0.097	0.000	0.05	0.000	1
12:10:2023:16:57:33	1	0	1.09	0.10	0.097	0.000	0.05	0.000	1
12:10:2023:16:57:34	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:35	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:36	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:37	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:38	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:39	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:40	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:41	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:42	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:43	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:44	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:45	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:46	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:47	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:48	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:49	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:50	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:51	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:52	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:53	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:54	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:55	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:56	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:57	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:58	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:57:59	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:00	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:01	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:02	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:03	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:04	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:05	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:06	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:07	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:08	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:09	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:10	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:11	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:12	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:13	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:14	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:15	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:16	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:17	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:18	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:19	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:20	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:21	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:22	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:23	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:24	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:25	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:26	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:27	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:28	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:29	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:30	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:31	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:32	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:33	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:34	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:35	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:36	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:37	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:38	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:39	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:40	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:41	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:42	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:43	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:44	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:45	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:46	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:47	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:48	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:49	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:50	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:51	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:52	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:53	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:54	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:55	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:56	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:57	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:58	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:58:59	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:00	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:01	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:02	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:03	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:04	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:05	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:06	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:07	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:08	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:09	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:10	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:11	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:12	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:13	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:14	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:15	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:16	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:17	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:18	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:19	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:20	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:21	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:22	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:23	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:24	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:25	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:26	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:27	0	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:28	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:29	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:30	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:31	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:32	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:33	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:34	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:35	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:36	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:37	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:38	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:39	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:40	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:41	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:42	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:43	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:44	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:45	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:46	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:47	1	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:48	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:49	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:50	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:51	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:52	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:53	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:54	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:55	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:56	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:57	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:58	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:16:59:59	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:00	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:01	2	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:02	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:03	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:04	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:05	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:06	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:07	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:08	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:09	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:10	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:11	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:12	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:13	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:14	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:15	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:16	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:17	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:18	3	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:19	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:20	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:21	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:22	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:23	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:24	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:25	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:26	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:27	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:28	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:29	4	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:30	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:31	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:32	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:33	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:34	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:35	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:36	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:37	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:38	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:39	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:40	5	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:41	6	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:42	6	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:43	6	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:44	6	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:45	6	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:46	6	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:47	6	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:48	6	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:49	6	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:50	6	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:51	7	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:52	7	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:53	7	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:54	7	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:55	7	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:56	7	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:57	7	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:58	7	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:00:59	7	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:00	7	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:01	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:02	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:03	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:04	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:05	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:06	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:07	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:08	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:09	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:10	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:11	8	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:12	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:13	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:14	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:15	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:16	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:17	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:18	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:19	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:20	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:21	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:22	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:23	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:24	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:25	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:26	9	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:27	10	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:28	10	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:29	10	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:30	10	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:31	10	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:32	10	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:33	10	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:34	10	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:35	10	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:36	10	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:37	11	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:38	11	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:39	11	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:40	11	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:41	11	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:42	11	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:43	Remark
12:10:2023:17:01:43	11	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:44	Reset Total, Vol = 0.10  m3
12:10:2023:17:01:44	11	0	1.09	0.10	0.097	0.000	0.05	0.000	0
12:10:2023:17:01:45	11	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:46	Remark
12:10:2023:17:01:46	11	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:47	11	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:48	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:49	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:50	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:51	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:52	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:53	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:54	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:55	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:56	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:57	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:58	12	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:01:59	13	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:00	13	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:01	13	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:02	13	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:03	13	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:04	13	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:05	13	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:06	13	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:07	13	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:08	13	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:09	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:10	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:11	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:12	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:13	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:14	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:15	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:16	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:17	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:18	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:19	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:20	14	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:21	15	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:22	15	0	1.09	0.00	0.000	0.000	0.00	0.000	0
12:10:2023:17:02:23	15	0	1.09	0.00	0.000	0.000	0.00	0.000	0
